id,quesiont_bank_id,subject_id,type,title,title_str,options,answer,analysis,sort_num,update_time,created_time,is_vaild,curriculum_id,lession_id,educational_institution_id,user_id,bank_title,bank_content
9680,298,3,1,"<p>&nbsp;下列程序的运行结果是？（ ）&nbsp;&nbsp;</p>
<p>&nbsp;&nbsp; A = &ldquo;m1&rdquo;</p>
<p>&nbsp;&nbsp; B = &ldquo;m2&rdquo;</p>
<p>&nbsp;&nbsp; C = A+B</p>
<p>print(C)</p>","&nbsp;下列程序的运行结果是？（ ）&nbsp;&nbsp;
&nbsp;&nbsp; A = &ldquo;m1&rdquo;
&nbsp;&nbsp; B = &ldquo;m2&rdquo;
&nbsp;&nbsp; C = A+B
print(C)","[{""title"":""A"",""content"":""<p>m3</p>""},{""title"":""B"",""content"":""<p>3</p>""},{""title"":""C"",""content"":""<p>m1+m2</p>""},{""title"":""D"",""content"":""<p>m1m2</p>""}]",D,无,11,2022-01-18 10:25:25,2022-01-18 10:25:25,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9681,298,3,1,<p>&nbsp;下列哪一个不是python的保留字？</p>,&nbsp;下列哪一个不是python的保留字？,"[{""title"":""A"",""content"":""<p>return</p>""},{""title"":""B"",""content"":""<p>else</p>""},{""title"":""C"",""content"":""<p>while</p>""},{""title"":""D"",""content"":""<p>true</p>""}]",D,无,12,2022-01-18 10:26:35,2022-01-18 10:26:35,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9682,298,3,1,<p>下列关于turtle库的描述不正确的是？</p>,下列关于turtle库的描述不正确的是？,"[{""title"":""A"",""content"":""<p>画笔的初始坐标为(0,0)</p>""},{""title"":""B"",""content"":""<p>turtle.color()可以设置画笔的颜色</p>""},{""title"":""C"",""content"":""<p>画笔绘制的速度没有范围</p>""},{""title"":""D"",""content"":""<p>turtle.fillcolor()设置绘制图形的填充颜色</p>""}]",C,<p>画笔绘制的速度范围为0到10之间的整数（含0和10）</p>,13,2022-01-18 10:28:17,2022-01-18 10:28:17,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9683,298,3,1,<p>以下x值等于3的是？</p>,以下x值等于3的是？,"[{""title"":""A"",""content"":""<p>x =&rdquo;10/3&rdquo;</p>""},{""title"":""B"",""content"":""<p>x = 10/3</p>""},{""title"":""C"",""content"":""<p>x = int(10/3)</p>""},{""title"":""D"",""content"":""<p>x = &ldquo;6-3&rdquo;</p>""}]",C,<p>无</p>,14,2022-01-18 10:29:18,2022-01-18 10:29:18,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9684,298,3,1,"<p>在Python IDLE中输入print（&rsquo;Hello&lsquo;);print('I am Python');,并将这两个语句写在一行，试分析，程序的运行结果是以下哪个选项？</p>","在Python IDLE中输入print（&rsquo;Hello&lsquo;);print('I am Python');,并将这两个语句写在一行，试分析，程序的运行结果是以下哪个选项？","[{""title"":""A"",""content"":""<p>Hello</p>""},{""title"":""B"",""content"":""<p>I am Python</p>""},{""title"":""C"",""content"":""<p>Hello</p>\n<p>I am Python</p>""},{""title"":""D"",""content"":""<p>语法错误</p>""}]",C,<p>本题考查Python语言的基本语法，一般的考生会认为通常一行只编写一个语句，其实Python也可以把多个语句写在一行，此时就要在语句的后面加上分号（；）表示结束。</p>,15,2022-01-18 10:30:32,2022-01-18 10:30:32,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9685,298,3,1,<p>下列哪个变量名不符合python规范？</p>,下列哪个变量名不符合python规范？,"[{""title"":""A"",""content"":""<p>123y</p>""},{""title"":""B"",""content"":""<p>1_height</p>""},{""title"":""C"",""content"":""<p>height_23</p>""},{""title"":""D"",""content"":""<p>_123y</p>""}]",B,<p>无</p>,16,2022-01-18 10:31:26,2022-01-18 10:31:26,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9686,298,3,1,<p>python中，用什么方式实现代码快速缩进？</p>,python中，用什么方式实现代码快速缩进？,"[{""title"":""A"",""content"":""<p>按4次空格</p>""},{""title"":""B"",""content"":""<p>tab键</p>""},{""title"":""C"",""content"":""<p>shift+tab键</p>""},{""title"":""D"",""content"":""<p>Alt+tab键</p>""}]",B,<p>无</p>,17,2022-01-18 10:33:26,2022-01-18 10:33:26,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9687,298,3,1,<p>下列哪一项与turtle.seth()作用相同？</p>,下列哪一项与turtle.seth()作用相同？,"[{""title"":""A"",""content"":""<p>turtle.forward()</p>""},{""title"":""B"",""content"":""<p>turtle.backward()</p>""},{""title"":""C"",""content"":""<p>turtle.setheading()</p>""},{""title"":""D"",""content"":""<p>turtle.right()</p>""}]",C,<p>无</p>,18,2022-01-18 10:36:16,2022-01-18 10:36:16,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9688,298,3,1,<p>python 的命令行提示符是？</p>,python 的命令行提示符是？,"[{""title"":""A"",""content"":""<p>###</p>""},{""title"":""B"",""content"":""<p>///</p>""},{""title"":""C"",""content"":""<p>&gt;&gt;&gt;</p>""},{""title"":""D"",""content"":""<p>:\\&gt;</p>""}]",C,<p>无</p>,19,2022-01-18 10:37:04,2022-01-18 10:37:04,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9689,298,3,1,<p>&nbsp;下列哪个选项是turtle绘图中角度坐标系的绝对0度方向？</p>,&nbsp;下列哪个选项是turtle绘图中角度坐标系的绝对0度方向？,"[{""title"":""A"",""content"":""<p>画布的正上方</p>""},{""title"":""B"",""content"":""<p>画布的正下方</p>""},{""title"":""C"",""content"":""<p>画布的正左方</p>""},{""title"":""D"",""content"":""<p>画布的正右方</p>""}]",D,<p>无</p>,20,2022-01-18 10:38:16,2022-01-18 10:38:16,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9690,298,3,1,<p>下列哪一个函数的功能是将数值转换为整数？</p>,下列哪一个函数的功能是将数值转换为整数？,"[{""title"":""A"",""content"":""<p>round()</p>""},{""title"":""B"",""content"":""<p>int()</p>""},{""title"":""C"",""content"":""<p>str()</p>""},{""title"":""D"",""content"":""<p>float()</p>""}]",B,<p>无</p>,21,2022-01-18 10:39:43,2022-01-18 10:39:43,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9691,298,3,1,"<p>turtle.circle(90, 180)是绘制一个什么样的图形？</p>","turtle.circle(90, 180)是绘制一个什么样的图形？","[{""title"":""A"",""content"":""<p>半径为180的扇形</p>""},{""title"":""B"",""content"":""<p>半径为90的半圆</p>""},{""title"":""C"",""content"":""<p>半径为90的圆形</p>""},{""title"":""D"",""content"":""<p>半径为180的圆形</p>""}]",B,<p>无</p>,22,2022-01-18 10:50:46,2022-01-18 10:50:46,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9692,298,3,1,"<p>下列代码执行后最有可能绘制出哪个图形？（ ）</p>
<p>import turtle</p>
<p>turtle.forward(100)</p>
<p>turtle.right(90)</p>
<p>turtle.forward(100)</p>
<p>turtle.right(45)</p>
<p>turtle.goto(0,0)</p>
<p>turtle.hideturtle()</p>","下列代码执行后最有可能绘制出哪个图形？（ ）
import turtle
turtle.forward(100)
turtle.right(90)
turtle.forward(100)
turtle.right(45)
turtle.goto(0,0)
turtle.hideturtle()","[{""title"":""A"",""content"":""<p><img class=\""wscnph\"" src=\""https://steamfun.oss-cn-zhangjiakou.aliyuncs.com/static/e7c36b4d-4ca8-4aa7-9b11-4c9ab4d1379b/exam/images/49962-2.png\"" /></p>""},{""title"":""B"",""content"":""<p><img class=\""wscnph\"" src=\""https://steamfun.oss-cn-zhangjiakou.aliyuncs.com/static/e7c36b4d-4ca8-4aa7-9b11-4c9ab4d1379b/exam/images/52488-3.png\"" /></p>""},{""title"":""C"",""content"":""<p><img class=\""wscnph\"" src=\""https://steamfun.oss-cn-zhangjiakou.aliyuncs.com/static/e7c36b4d-4ca8-4aa7-9b11-4c9ab4d1379b/exam/images/69051-4.png\"" /></p>""},{""title"":""D"",""content"":""<p><img src=\""https://steamfun.oss-cn-zhangjiakou.aliyuncs.com/static/plat_exam/images/2022-01-18-10-55-17.png\"" alt=\""\"" width=\""179\"" height=\""176\"" /></p>""}]",A,<p>无</p>,23,2022-01-18 10:55:34,2022-01-18 10:55:34,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9693,298,3,1,<p>Python代码:&rsquo;think&rsquo;+&rsquo;6&rsquo;*3？</p>,Python代码:&rsquo;think&rsquo;+&rsquo;6&rsquo;*3？,"[{""title"":""A"",""content"":""<p>&rsquo;think&rsquo;+&rsquo;18&rsquo;</p>""},{""title"":""B"",""content"":""<p>&rsquo;think&rsquo;+&rsquo;666&rsquo;</p>""},{""title"":""C"",""content"":""<p>&rsquo;think666&rsquo;</p>""},{""title"":""D"",""content"":""<p>&rsquo;think18&rsquo;</p>""}]",C,<p>无</p>,24,2022-01-18 10:57:18,2022-01-18 10:57:18,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9694,298,3,1,<p>最终结果是False的表达式？</p>,最终结果是False的表达式？,"[{""title"":""A"",""content"":""<p>print(4 == 6)</p>""},{""title"":""B"",""content"":""<p>3&gt;2 and 5&gt;3</p>""},{""title"":""C"",""content"":""<p>&rsquo;pel&rsquo; in &rsquo;please&rsquo;</p>""},{""title"":""D"",""content"":""<p>&rsquo;2&rsquo; in &rsquo;kok2002&rsquo;</p>""}]",A,<p>无</p>,25,2022-01-18 10:58:07,2022-01-18 10:58:07,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9695,298,3,3,"<p>python的布尔值就是逻辑值,只有两种:True和False，分别代表&ldquo;真&rdquo;与&ldquo;假&rdquo;</p>","python的布尔值就是逻辑值,只有两种:True和False，分别代表&ldquo;真&rdquo;与&ldquo;假&rdquo;","[{""title"":""A"",""content"":""正确""},{""title"":""B"",""content"":""错误""},{""title"":""C"",""content"":""""},{""title"":""D"",""content"":""""}]",A,<p>无</p>,26,2022-01-18 10:58:41,2022-01-18 10:58:41,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9696,298,3,3,<p>&nbsp;python的数字只有整数与浮点数两种类型</p>,&nbsp;python的数字只有整数与浮点数两种类型,"[{""title"":""A"",""content"":""正确""},{""title"":""B"",""content"":""错误""},{""title"":""C"",""content"":""""},{""title"":""D"",""content"":""""}]",B,<p>无</p>,27,2022-01-18 10:59:01,2022-01-18 10:59:01,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9697,298,3,3,<p>在IDLE中，要想新建Python脚本，在菜单里可以依次选择File---New File，即可新建Python脚本。</p>,在IDLE中，要想新建Python脚本，在菜单里可以依次选择File---New File，即可新建Python脚本。,"[{""title"":""A"",""content"":""正确""},{""title"":""B"",""content"":""错误""},{""title"":""C"",""content"":""""},{""title"":""D"",""content"":""""}]",A,<p>本题考查对IDLE编辑器中新建文件的方式，故答案正确</p>,28,2022-01-18 10:59:24,2022-01-18 10:59:24,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9698,298,3,3,<p>&ldquo;#&rdquo;是python中给代码做注释用的</p>,&ldquo;#&rdquo;是python中给代码做注释用的,"[{""title"":""A"",""content"":""正确""},{""title"":""B"",""content"":""错误""},{""title"":""C"",""content"":""""},{""title"":""D"",""content"":""""}]",A,<p>无</p>,29,2022-01-18 10:59:43,2022-01-18 10:59:43,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9699,298,3,3,<p>12number、my number、my_number都是有效的变量名。</p>,12number、my number、my_number都是有效的变量名。,"[{""title"":""A"",""content"":""正确""},{""title"":""B"",""content"":""错误""},{""title"":""C"",""content"":""""},{""title"":""D"",""content"":""""}]",B,<p>本题考查考生对Python变量的命名规则，根据Python标识符的命名规则，12number这个变量名是违法的，其余的变量名正确，故此题正确答案为错误。</p>,30,2022-01-18 11:00:01,2022-01-18 11:00:01,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9700,298,3,3,<p>在Python的编程环境中，缩进的空格数是可以改变的，同一个代码块可以包含不相同的缩进空格数。</p>,在Python的编程环境中，缩进的空格数是可以改变的，同一个代码块可以包含不相同的缩进空格数。,"[{""title"":""A"",""content"":""正确""},{""title"":""B"",""content"":""错误""},{""title"":""C"",""content"":""""},{""title"":""D"",""content"":""""}]",B,<p>本题考查缩进的知识点，在同一个代码块中所包含的缩进空格数是相同的，故答案错误</p>,31,2022-01-18 11:00:25,2022-01-18 11:00:25,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9701,298,3,3,<p>每一个变量在使用前都必须赋值，赋值以后该变量才会被创建。</p>,每一个变量在使用前都必须赋值，赋值以后该变量才会被创建。,"[{""title"":""A"",""content"":""正确""},{""title"":""B"",""content"":""错误""},{""title"":""C"",""content"":""""},{""title"":""D"",""content"":""""}]",A,<p>无</p>,32,2022-01-18 11:00:41,2022-01-18 11:00:41,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9702,298,3,3,<p>python中使用import turtle命令导入turtle库</p>,python中使用import turtle命令导入turtle库,"[{""title"":""A"",""content"":""正确""},{""title"":""B"",""content"":""错误""},{""title"":""C"",""content"":""""},{""title"":""D"",""content"":""""}]",A,<p>无</p>,33,2022-01-18 11:00:58,2022-01-18 11:00:58,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9703,298,3,3,<p>turtle.circle()可以绘制椭圆形</p>,turtle.circle()可以绘制椭圆形,"[{""title"":""A"",""content"":""正确""},{""title"":""B"",""content"":""错误""},{""title"":""C"",""content"":""""},{""title"":""D"",""content"":""""}]",A,<p>无</p>,34,2022-01-18 11:01:16,2022-01-18 11:01:16,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9704,298,3,3,<p>ComerHere这个变量名不合法</p>,ComerHere这个变量名不合法,"[{""title"":""A"",""content"":""正确""},{""title"":""B"",""content"":""错误""},{""title"":""C"",""content"":""""},{""title"":""D"",""content"":""""}]",B,<p>无</p>,35,2022-01-18 11:01:30,2022-01-18 11:01:30,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9705,298,3,6,"<p>操作题：</p>
<p>&nbsp;&nbsp;&nbsp; 编写一个程序，它以圆的半径为输入，输出圆的直径、周长和面积(保留两位小数)</p>
<p>要求：</p>
<p>&nbsp; &nbsp; &nbsp;(1).程序开始运行后，输入一个数字作为半径；</p>
<p>&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;(2).程序会根据输入的数字给出圆的直径，周长和面积，并且注明是直径、周长、面积。</p>","操作题：
&nbsp;&nbsp;&nbsp; 编写一个程序，它以圆的半径为输入，输出圆的直径、周长和面积(保留两位小数)
要求：
&nbsp; &nbsp; &nbsp;(1).程序开始运行后，输入一个数字作为半径；
&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;(2).程序会根据输入的数字给出圆的直径，周长和面积，并且注明是直径、周长、面积。","[{""title"":""A"",""content"":""""},{""title"":""B"",""content"":""""},{""title"":""C"",""content"":""""},{""title"":""D"",""content"":""""}]","[{""name"":""static/plat_exam/files/e7c36b4d-4ca8-4aa7-9b11-4c9ab4d1379b/56562-test.py"",""url"":""https://steamfun.oss-cn-zhangjiakou.aliyuncs.com/static/plat_exam/files/e7c36b4d-4ca8-4aa7-9b11-4c9ab4d1379b/56562-test.py"",""length"":""1KB"",""uid"":1642475564357,""status"":""success""},{""name"":""static/plat_exam/files/e7c36b4d-4ca8-4aa7-9b11-4c9ab4d1379b/1605-36.py"",""url"":""https://steamfun.oss-cn-zhangjiakou.aliyuncs.com/static/plat_exam/files/e7c36b4d-4ca8-4aa7-9b11-4c9ab4d1379b/1605-36.py"",""length"":""1KB"",""uid"":1642475564362,""status"":""success""}]","<p><strong>评分标准：</strong>&nbsp;&nbsp;</p>
<p>（1）采用input()指令输入正确，并且采用int()转换数据；（2分）</p>
<p>（2）完成圆的直径设置，相应的表达式书写正确添加注释；（2分）</p>
<p>（3）完成圆的周长设置，表达式书写正确添加注释；（2分）</p>
<p>（4）完成圆的面积设置，表达式书写正确添加注释；（2分）</p>
<p>（5）按照要求的输出格式正确输出计算结果；（2分）</p>",36,2022-01-18 11:12:51,2022-01-18 11:12:51,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9706,298,3,6,"<p>绘制一个笑脸，里面填充如下图:</p>
<p><img class=""wscnph"" src=""https://steamfun.oss-cn-zhangjiakou.aliyuncs.com/static/e7c36b4d-4ca8-4aa7-9b11-4c9ab4d1379b/exam/images/47871-6.png"" width=""300"" /></p>
<p>(1)画一个半径为200的圆，起点坐标(0,-200)</p>
<p>(2)左眼半径为20的圆，起点坐标为(-100,50)填充蓝色,右眼和左眼水平相距200；</p>
<p>(3)鼻子起点坐标为(0,50),形状为半径-50圆的内切正三角形；</p>
<p>(4)左嘴坐标(-150,-70),嘴下部坐标(0,-170),左嘴角到右嘴角的宽度为300</p>","绘制一个笑脸，里面填充如下图:

(1)画一个半径为200的圆，起点坐标(0,-200)
(2)左眼半径为20的圆，起点坐标为(-100,50)填充蓝色,右眼和左眼水平相距200；
(3)鼻子起点坐标为(0,50),形状为半径-50圆的内切正三角形；
(4)左嘴坐标(-150,-70),嘴下部坐标(0,-170),左嘴角到右嘴角的宽度为300","[{""title"":""A"",""content"":""""},{""title"":""B"",""content"":""""},{""title"":""C"",""content"":""""},{""title"":""D"",""content"":""""}]","[{""name"":""static/plat_exam/files/e7c36b4d-4ca8-4aa7-9b11-4c9ab4d1379b/68924-test.py"",""url"":""https://steamfun.oss-cn-zhangjiakou.aliyuncs.com/static/plat_exam/files/e7c36b4d-4ca8-4aa7-9b11-4c9ab4d1379b/68924-test.py"",""length"":""1KB""},{""name"":""static/plat_exam/files/e7c36b4d-4ca8-4aa7-9b11-4c9ab4d1379b/16532-37.py"",""url"":""https://steamfun.oss-cn-zhangjiakou.aliyuncs.com/static/plat_exam/files/e7c36b4d-4ca8-4aa7-9b11-4c9ab4d1379b/16532-37.py"",""length"":""1KB""}]","<p><strong>评分标准：</strong>&nbsp;&nbsp;</p>
<p>（1）导入库文件正确；（2分）</p>
<p>（2）有抬笔以及落笔指令；（2分）</p>
<p>（3）绘制圆指令书写正确；（2分）</p>
<p>（4）填充颜色指令书写正确；（2分）</p>
<p>（5）蓝色单词书写正确（1分）</p>
<p>（6）右眼坐标表示正确；（2分）</p>
<p>（7）绘制三角形的指令书写正确（3分）</p>
<p>（8）右嘴坐标计算正确（2分）</p>
<p>（9）移动到某一位置点指令书写正确（2分）</p>
<p>（10）运行正常；（2分）</p>",37,2022-01-18 11:18:48,2022-01-18 11:18:48,True,,,,,【一级集训】01-模拟测试题,运用模拟测试题检测掌握的内容
9707,299,3,1,<p>下面描述中，不符合Python语言特点的是：</p>,下面描述中，不符合Python语言特点的是：,"[{""title"":""A"",""content"":""<p>&nbsp;&nbsp;&nbsp; Python是一门面向对象的编程语言</p>""},{""title"":""B"",""content"":""<p>Python程序通过编译后执行</p>""},{""title"":""C"",""content"":""<p>Python支持函数编程</p>""},{""title"":""D"",""content"":""<p>Python支持多个操作系统</p>""}]",B,<p>了解Python语言的特点，了解什么是编译性语言和解释性语言的不同</p>,1,2022-01-18 11:56:38,2022-01-18 11:56:38,True,,,,,【一级集训】02-编程环境,温习python的编程环境，可以熟练在编程环境中编写内容，完成选择以及判断题
9708,299,3,1,"<p>a=5</p>
<p>print('a+4')</p>
<p>以上两段代码的结果是？</p>","a=5
print('a+4')
以上两段代码的结果是？","[{""title"":""A"",""content"":""<p>9</p>""},{""title"":""B"",""content"":""<p>'a+4'</p>""},{""title"":""C"",""content"":""<p>无结果，出错</p>""},{""title"":""D"",""content"":""<p>a+4</p>""}]",D,<p>无</p>,2,2022-01-18 11:57:54,2022-01-18 11:57:54,True,,,,,【一级集训】02-编程环境,温习python的编程环境，可以熟练在编程环境中编写内容，完成选择以及判断题
9709,299,3,1,"<p>&nbsp;a=""110""，b=""9"",c=a+b,print(c)的结果是？</p>","&nbsp;a=""110""，b=""9"",c=a+b,print(c)的结果是？","[{""title"":""A"",""content"":""<p>a+b</p>""},{""title"":""B"",""content"":""<p>119</p>""},{""title"":""C"",""content"":""<p>c</p>""},{""title"":""D"",""content"":""<p>1109</p>""}]",D,<p>无</p>,3,2022-01-18 11:58:45,2022-01-18 11:58:45,True,,,,,【一级集训】02-编程环境,温习python的编程环境，可以熟练在编程环境中编写内容，完成选择以及判断题
9710,299,3,1,<p>下面哪一行代码的输出结果不是Python3.7 ？</p>,下面哪一行代码的输出结果不是Python3.7 ？,"[{""title"":""A"",""content"":""<p>print(&ldquo;Python3.7&rdquo;)</p>""},{""title"":""B"",""content"":""<p>print(&ldquo;Python&rdquo;+3.7)</p>""},{""title"":""C"",""content"":""<p>print(&ldquo;Python&rdquo;+str(3.7))</p>""},{""title"":""D"",""content"":""<p>print(&ldquo;Python&rdquo;+&ldquo;3.7&rdquo;)</p>""}]",B,<p>无</p>,4,2022-01-18 12:00:03,2022-01-18 12:00:03,True,,,,,【一级集训】02-编程环境,温习python的编程环境，可以熟练在编程环境中编写内容，完成选择以及判断题
9711,299,3,1,<p>使用下面中的（ ）函数接收输入的数据。</p>,使用下面中的（ ）函数接收输入的数据。,"[{""title"":""A"",""content"":""<p>&nbsp;accept()</p>""},{""title"":""B"",""content"":""<p>input()</p>""},{""title"":""C"",""content"":""<p>&nbsp;readline()</p>""},{""title"":""D"",""content"":""<p>login()</p>""}]",B,<p>无</p>,5,2022-01-18 13:25:37,2022-01-18 13:25:37,True,,,,,【一级集训】02-编程环境,温习python的编程环境，可以熟练在编程环境中编写内容，完成选择以及判断题
